,Quarter,Tm,Detail,WAS,STL
0,1.0,Redskins,Gary Clark 84 yard pass from Jay Schroeder (Ali Haji-Sheikh kick),7,0
1,1.0,Redskins,Ali Haji-Sheikh 22 yard field goal,10,0
2,2.0,Cardinals,Stump Mitchell 3 yard pass from Neil Lomax (Jim Gallery kick),10,7
3,2.0,Cardinals,J.T. Smith 4 yard pass from Neil Lomax (Jim Gallery kick),10,14
4,3.0,Cardinals,Jim Gallery 48 yard field goal,10,17
5,3.0,Redskins,Jay Schroeder 7 yard rush (Ali Haji-Sheikh kick),17,17
6,3.0,Redskins,George Rogers 6 yard rush (Ali Haji-Sheikh kick),24,17
7,3.0,Redskins,Clint Didier 19 yard pass from Jay Schroeder (Ali Haji-Sheikh kick),31,17
8,4.0,Redskins,Ali Haji-Sheikh 40 yard field goal,34,17
