,Quarter,Tm,Detail,DAL,NYG
0,1.0,Giants,Phil King 12 yard pass from Y.A. Tittle (Don Chandler kick),0,7
1,1.0,Cowboys,Don Perkins 2 yard rush (Sam Baker kick),7,7
2,2.0,Cowboys,Frank Clarke 75 yard pass from Eddie LeBaron (Sam Baker kick),14,7
3,2.0,Giants,Joe Walton 25 yard pass from Y.A. Tittle (Don Chandler kick),14,14
4,2.0,Cowboys,Lee Folkins 11 yard pass from Eddie LeBaron (Sam Baker kick),21,14
5,2.0,Giants,Don Chandler 39 yard field goal,21,17
6,3.0,Giants,Phil King 13 yard pass from Y.A. Tittle,21,23
7,3.0,Giants,Del Shofner 28 yard pass from Y.A. Tittle (Don Chandler kick),21,30
8,4.0,Giants,Dick Lynch 82 yard interception return (Don Chandler kick),21,37
