,Quarter,Tm,Detail,CHI,MIN
0,2.0,Vikings,Bill Brown 19 yard pass from Fran Tarkenton (Fred Cox kick),0,7
1,2.0,Bears,Rick Casares 51 yard pass from Billy Wade (Bob Jencks kick),7,7
2,2.0,Bears,Johnny Morris 13 yard pass from Billy Wade (Bob Jencks kick),14,7
3,2.0,Vikings,Hal Bedsole 34 yard pass from Fran Tarkenton (Fred Cox kick),14,14
4,3.0,Bears,Johnny Morris 10 yard pass from Billy Wade (Bob Jencks kick),21,14
5,3.0,Vikings,Jerry Reichow 10 yard pass from Fran Tarkenton (Fred Cox kick),21,21
6,3.0,Bears,Billy Wade 1 yard rush,27,21
7,4.0,Bears,Joe Marconi 3 yard rush (Bob Jencks kick),34,21
8,4.0,Vikings,Hal Bedsole 26 yard pass from Fran Tarkenton (Fred Cox kick),34,28
