,Quarter,Tm,Detail,GNB,RAM
0,1.0,Rams,Cullen Bryant 1 yard rush (Frank Corral kick),0,7
1,3.0,Rams,Cullen Bryant 5 yard rush (Frank Corral kick),0,14
2,3.0,Packers,Terdell Middleton 4 yard rush (Chester Marcol kick),7,14
3,3.0,Rams,Willie Miller 21 yard pass from Pat Haden (Frank Corral kick),7,21
4,4.0,Packers,Terdell Middleton 22 yard pass from David Whitehurst (Chester Marcol kick),14,21
5,4.0,Rams,Frank Corral 24 yard field goal,14,24
6,4.0,Rams,Rod Perry 44 yard interception return (Frank Corral kick),14,31
