,Quarter,Tm,Detail,RAM,GNB
0,2.0,Rams,Lawrence McCutcheon 2 yard rush (Rafael Septien kick),7,0
1,2.0,Rams,Terry Nelson 6 yard pass from Pat Haden (Rafael Septien kick),14,0
2,2.0,Rams,Rafael Septien 32 yard field goal,17,0
3,3.0,Packers,Steve Odom 65 yard pass from Lynn Dickey,17,6
4,4.0,Rams,Wendell Tyler 1 yard rush (Rafael Septien kick),24,6
