,Quarter,Tm,Detail,MIA,NYJ
0,1.0,Jets,Johnny Mitchell 37 yard pass from Ken O'Brien (Cary Blanchard kick),0,7
1,1.0,Jets,"Safety, M. Washington sacked Marino in end zone",0,9
2,2.0,Jets,Al Toon 4 yard pass from Ken O'Brien (Cary Blanchard kick),0,16
3,2.0,Jets,Rob Moore 20 yard pass from Ken O'Brien (Cary Blanchard kick),0,23
4,3.0,Dolphins,Keith Jackson 5 yard pass from Dan Marino (Pete Stoyanovich kick),7,23
5,4.0,Dolphins,Mark Duper 39 yard pass from Dan Marino (Pete Stoyanovich kick),14,23
6,4.0,Jets,Cary Blanchard 47 yard field goal,14,26
