,Quarter,Tm,Detail,RAM,GNB
0,1.0,Rams,Tony Zendejas 31 yard field goal,3,0
1,1.0,Packers,"Safety, Paup and Prior tackled Gary in end zone",3,2
2,1.0,Packers,Sterling Sharpe 50 yard pass from Brett Favre (Chris Jacke kick),3,9
3,2.0,Packers,Chris Jacke 51 yard field goal,3,12
4,2.0,Rams,Tony Zendejas 32 yard field goal,6,12
5,2.0,Packers,Mark Clayton 3 yard pass from Brett Favre (Chris Jacke kick),6,19
6,3.0,Packers,Edgar Bennett 11 yard rush (Chris Jacke kick),6,26
7,3.0,Packers,Edgar Bennett 1 yard rush (Chris Jacke kick),6,33
8,4.0,Packers,Chris Jacke 33 yard field goal,6,36
