,Quarter,Tm,Detail,RAM,GNB
0,2.0,Rams,Bruce Gossett 22 yard field goal,3,0
1,2.0,Packers,Donny Anderson 4 yard rush (Jerry Kramer kick),3,7
2,3.0,Rams,Willie Ellison 1 yard rush (Bruce Gossett kick),10,7
3,3.0,Rams,Bruce Gossett 26 yard field goal,13,7
4,4.0,Packers,Tom Brown 52 yard punt return (Jerry Kramer kick),13,14
5,4.0,Rams,Bruce Gossett 27 yard field goal,16,14
