,Quarter,Tm,Detail,PHI,NYG
0,1.0,Eagles,Billy Ray Barnes 1 yard rush (Bobby Walston kick),7,0
1,1.0,Giants,Harland Svare 70 yard interception return (Pat Summerall kick),7,7
2,2.0,Giants,Alex Webster 16 yard rush (Pat Summerall kick),7,14
3,2.0,Giants,Pat Summerall 32 yard field goal,7,17
4,3.0,Giants,Bob Schnelker 13 yard pass from George Shaw (Pat Summerall kick),7,24
