,Quarter,Tm,Detail,GNB,RAM
0,1.0,Rams,Elroy Hirsch 5 yard pass from Norm Van Brocklin (Paige Cothren kick),0,7
1,2.0,Rams,Joe Marconi 3 yard rush (Paige Cothren kick),0,14
2,2.0,Packers,Fred Cone 29 yard field goal,3,14
3,3.0,Rams,Leon Clarke 21 yard pass from Norm Van Brocklin (Paige Cothren kick),3,21
4,3.0,Rams,Lamar Lundy 31 yard pass from Norm Van Brocklin (Paige Cothren kick),3,28
5,4.0,Rams,Joe Marconi 61 yard pass from Norm Van Brocklin (Paige Cothren kick),3,35
6,4.0,Packers,Howie Ferguson 8 yard pass from Babe Parilli (Fred Cone kick),10,35
7,4.0,Rams,Elroy Hirsch 35 yard pass from Billy Wade (Paige Cothren kick),10,42
8,4.0,Packers,Max McGee 17 yard pass from Bart Starr (Fred Cone kick),17,42
