,Quarter,Tm,Detail,PIT,CLE
0,1.0,Steelers,Mike Clark 21 yard field goal,3,0
1,1.0,Steelers,John Henry Johnson 33 yard rush (Mike Clark kick),10,0
2,2.0,Steelers,John Henry Johnson 45 yard rush,16,0
3,2.0,Browns,Gary Collins 18 yard pass from Frank Ryan (Lou Groza kick),16,7
4,3.0,Steelers,John Henry Johnson 5 yard rush (Mike Clark kick),23,7
