,Quarter,Time,Tm,Detail,MIA,BUF
0,2.0,12:54,Dolphins,Brian Hartline 4 yard pass from Chad Henne (Dan Carpenter kick),7,0
1,2.0,5:23,Bills,Ryan Fitzpatrick 31 yard rush (Rian Lindell kick),7,7
2,3.0,5:53,Dolphins,Ricky Williams 1 yard rush (Dan Carpenter kick),14,7
3,4.0,13:49,Bills,Fred Jackson 3 yard rush (Rian Lindell kick),14,14
4,4.0,3:35,Bills,Rian Lindell 56 yard field goal,14,17
5,4.0,2:23,Bills,Terrell Owens 51 yard pass from Ryan Fitzpatrick (Rian Lindell kick),14,24
6,4.0,1:20,Bills,Fred Jackson 7 yard rush (Rian Lindell kick),14,31
