,Quarter,Time,Tm,Detail,PIT,BAL
0,1.0,10:20,Ravens,Todd Heap 20 yard pass from Steve McNair (Matt Stover kick),0,7
1,2.0,4:21,Ravens,Jamal Lewis 1 yard rush (Matt Stover kick),0,14
2,2.0,0:08,Ravens,Matt Stover 37 yard field goal,0,17
3,3.0,4:46,Ravens,Adalius Thomas 57 yard defensive fumble return (Matt Stover kick),0,24
4,4.0,4:15,Ravens,Matt Stover 40 yard field goal,0,27
