,Quarter,Tm,Detail,CRD,NYG
0,1,Giants,Hinkey Haines 20 yard pass from Jack McBride,0,6
1,3,Giants,Hinkey Haines 75 yard rush (Jack McBride kick),0,13
2,4,Giants,Doc Alexander 10 yard interception return (Jack McBride kick),0,20
