,Quarter,Tm,Detail,DET,CHI
0,2.0,Bears,Gale Sayers 3 yard rush (Mac Percival kick),0,7
1,4.0,Lions,Wayne Walker 15 yard field goal,3,7
2,4.0,Bears,Bennie McRae 29 yard interception return (Mac Percival kick),3,14
