,Quarter,Tm,Detail,RAM,CHI
0,2.0,Bears,George McAfee 60 yard punt return (Johnny Lujack kick),0,7
1,2.0,Bears,J.R. Boone 8 yard pass from Sid Luckman (Johnny Lujack kick),0,14
2,2.0,Bears,J.R. Boone 11 yard pass from Sid Luckman (Johnny Lujack kick),0,21
3,3.0,Bears,George Gulyanics 1 yard rush (Johnny Lujack kick),0,28
4,3.0,Rams,Jack Zilly 8 yard pass from Bob Waterfield (Bob Waterfield kick),7,28
5,3.0,Bears,Ken Kavanaugh 1 yard fumble return (Johnny Lujack kick),7,35
6,3.0,Rams,Don Currivan 15 yard pass from Jim Hardy (Bob Waterfield kick),14,35
7,4.0,Bears,Noah Mullins 20 yard pass from Johnny Lujack (Johnny Lujack kick),14,42
8,4.0,Rams,Dick Hoerner 9 yard rush (Bob Waterfield kick),21,42
