,Quarter,Tm,Detail,PHI,NYG
0,2.0,Giants,Bull Karcis 76 yard fumble return (Ward Cuff kick),0,7
1,2.0,Giants,Tuffy Leemans 3 yard rush (Ward Cuff kick),0,14
2,3.0,Eagles,Woody Dow 25 yard pass from Emmett Mortell (Hank Reese kick),7,14
3,3.0,Giants,Ward Cuff 20 yard field goal,7,17
