,Quarter,Tm,Detail,RAM,GNB
0,1.0,Rams,Frank Hubbell 21 yard interception return (Bob Waterfield kick),7,0
1,1.0,Rams,Bob Waterfield 30 yard field goal,10,0
2,2.0,Rams,Dick Hoerner 2 yard rush (Bob Waterfield kick),17,0
3,3.0,Rams,Fred Gehrke 11 yard touchdown on a lateral (Bob Waterfield kick),24,0
4,3.0,Rams,Gerry Cowhig 20 yard interception return (Bob Waterfield kick),31,0
5,4.0,Rams,Jerry Williams 8 yard rush (Bob Waterfield kick),38,0
6,4.0,Rams,Bob Waterfield 37 yard field goal,41,0
7,4.0,Rams,Tommy Kalmanir 45 yard rush (Fred Gehrke kick),48,0
8,4.0,Packers,Stan Heath 1 yard rush (Ted Fritsch kick),48,7
