,Quarter,Tm,Detail,DET,GNB
0,1.0,Lions,Bill Dudley 6 yard rush (Bill Dudley kick),7,0
1,1.0,Packers,Ted Fritsch 46 yard field goal,7,3
2,3.0,Packers,Tony Canadeo 9 yard rush,7,9
3,4.0,Packers,Ted Cook 25 yard pass from Jug Girard (Ted Fritsch kick),7,16
4,4.0,Lions,Wally Triplett 80 yard rush (Bill Dudley kick),14,16
