,Quarter,Tm,Detail,PHI,WAS
0,1.0,Redskins,Andy Farkas 31 yard pass from Sammy Baugh (Bob Masterson kick),0,7
1,2.0,Eagles,Larry Cabrelli 7 yard pass from Tommy Thompson,6,7
2,3.0,Redskins,Ed Cifers 16 yard fumble return (Bob Masterson kick),6,14
3,3.0,Redskins,Andy Farkas 20 yard rush,6,20
4,3.0,Eagles,Bosh Pritchard 97 yard kickoff return (Dick Erdlitz kick),13,20
5,3.0,Eagles,Rupert Pate 53 yard fumble return (Dick Erdlitz kick),20,20
6,3.0,Redskins,Ray Hare 95 yard kickoff return (Bob Masterson kick),20,27
7,4.0,Eagles,Bob Davis 3 yard rush (Dick Erdlitz kick),27,27
8,4.0,Redskins,Bob Masterson 10 yard field goal,27,30
