,Quarter,Tm,Detail,PIT,CLE
0,1.0,Steelers,Greg Hawthorne 1 yard rush (Matt Bahr kick),7,0
1,1.0,Steelers,Matt Bahr 27 yard field goal,10,0
2,2.0,Browns,Calvin Hill 5 yard pass from Brian Sipe (Don Cockroft kick),10,7
3,2.0,Steelers,Matt Bahr 22 yard field goal,13,7
4,3.0,Steelers,Greg Hawthorne 2 yard rush (Matt Bahr kick),20,7
5,3.0,Browns,Greg Pruitt 6 yard pass from Brian Sipe (Don Cockroft kick),20,14
6,3.0,Steelers,Sidney Thornton 2 yard rush,26,14
7,4.0,Browns,Greg Pruitt 7 yard pass from Brian Sipe,26,20
8,4.0,Browns,Ozzie Newsome 18 yard pass from Brian Sipe (Don Cockroft kick),26,27
