,Quarter,Time,Tm,Detail,KAN,DEN
0,1.0,12:33,Broncos,Matt Prater 54 yard field goal,0,3
1,1.0,3:03,Broncos,Julius Thomas 9 yard pass from Peyton Manning (Matt Prater kick),0,10
2,2.0,13:23,Chiefs,Dwayne Bowe 6 yard pass from Alex Smith (Ryan Succop kick),7,10
3,2.0,9:05,Broncos,Montee Ball 1 yard rush (Matt Prater kick),7,17
4,2.0,2:55,Chiefs,Ryan Succop 20 yard field goal,10,17
5,3.0,2:22,Broncos,Montee Ball 8 yard rush (Matt Prater kick),10,24
6,4.0,7:06,Broncos,Matt Prater 36 yard field goal,10,27
7,4.0,4:56,Chiefs,Anthony Fasano 10 yard pass from Alex Smith (Ryan Succop kick),17,27
