,Quarter,Tm,Detail,STL,WAS
0,1.0,Redskins,Charlie Harraway 1 yard rush (Curt Knight kick),0,7
1,2.0,Cardinals,Jim Bakken 32 yard field goal,3,7
2,2.0,Redskins,Charley Taylor 22 yard pass from Billy Kilmer (Curt Knight kick),3,14
3,2.0,Redskins,Mike Hancock 1 yard pass from Billy Kilmer (Curt Knight kick),3,21
4,2.0,Cardinals,Jim Bakken 31 yard field goal,6,21
5,3.0,Cardinals,Mel Gray 69 yard pass from Jim Hart (Jim Bakken kick),13,21
6,4.0,Redskins,Curt Knight 18 yard field goal,13,24
7,4.0,Redskins,Mike Bass 68 yard interception return (Curt Knight kick),13,31
