,Quarter,Tm,Detail,DET,GNB
0,1.0,Lions,Dutch Clark 43 yard field goal,3,0
1,3.0,Packers,Don Hutson 41 yard blocked punt return (Ernie Smith kick),3,7
2,3.0,Packers,Ade Schwammel 39 yard field goal,3,10
3,4.0,Lions,Ernie Caddel 12 yard rush,9,10
4,4.0,Packers,Ade Schwammel 40 yard field goal,9,13
