,Quarter,Tm,Detail,GNB,CHI
0,1.0,Packers,Clarke Hinkle 15 yard pass from Bob Monnett (Bob Monnett kick),7,0
1,1.0,Packers,Don Hutson 20 yard pass from Bob Monnett (Bob Monnett kick),14,0
2,1.0,Bears,Jack Manders 7 yard rush (Jack Manders kick),14,7
3,1.0,Bears,Jack Manders 34 yard field goal,14,10
4,2.0,Packers,Ed Jankowski 1 yard rush (Don Hutson kick),21,10
5,2.0,Bears,Bill Karr 8 yard pass from Bob Swisher (Jack Manders kick),21,17
6,3.0,Packers,Clarke Hinkle 35 yard field goal,24,17
