,Quarter,Tm,Detail,CHI,GNB
0,1.0,Packers,Ted Fritsch 20 yard field goal,0,3
1,2.0,Bears,Julie Rykovich 1 yard rush (Johnny Lujack kick),7,3
2,3.0,Packers,Wally Dreyer 28 yard interception return (Ted Fritsch kick),7,10
3,3.0,Packers,Rebel Steiner 94 yard interception return (Ted Fritsch kick),7,17
4,3.0,Bears,Johnny Lujack 1 yard rush (Johnny Lujack kick),14,17
5,3.0,Packers,Billy Grimes 68 yard punt return (Ted Fritsch kick),14,24
6,4.0,Packers,Breezy Reid 5 yard pass from Paul Christman (Ted Fritsch kick),14,31
7,4.0,Bears,Julie Rykovich 2 yard rush (Johnny Lujack kick),21,31
