,Quarter,Time,Tm,Detail,MIN,DET
0,1.0,1:01,Lions,Jason Hanson 25 yard field goal,0,3
1,2.0,11:39,Lions,Jason Hanson 23 yard field goal,0,6
2,2.0,4:55,Vikings,Ryan Longwell 35 yard field goal,3,6
3,3.0,10:50,Vikings,Chester Taylor 17 yard rush (Ryan Longwell kick),10,6
4,3.0,8:45,Lions,Calvin Johnson 70 yard pass from Daunte Culpepper (Jason Hanson kick),10,13
5,4.0,11:22,Vikings,Visanthe Shiancoe 11 yard pass from Tarvaris Jackson (Ryan Longwell kick),17,13
6,4.0,5:44,Lions,Jason Hanson 39 yard field goal,17,16
7,4.0,0:22,Vikings,Ryan Longwell 50 yard field goal,20,16
