,Quarter,Tm,Detail,CHI,DET
0,1.0,Bears,James Scott 50 yard pass from Bob Avellini (Bob Thomas kick),7,0
1,2.0,Lions,Larry Walton 28 yard pass from Greg Landry (Benny Ricardo kick),7,7
2,2.0,Lions,Ray Jarvis 6 yard pass from Greg Landry (Benny Ricardo kick),7,14
3,4.0,Bears,Bob Thomas 46 yard field goal,10,14
