,Quarter,Time,Tm,Detail,NWE,HOU
0,1.0,7:07,Patriots,Kai Forbath 23 yard field goal,3,0
1,1.0,0:45,Texans,Duke Johnson 14 yard pass from Deshaun Watson (Ka'imi Fairbairn kick),3,7
2,2.0,6:26,Texans,Darren Fells 13 yard pass from Deshaun Watson (Ka'imi Fairbairn kick),3,14
3,3.0,5:49,Texans,Kenny Stills 35 yard pass from Deshaun Watson (Ka'imi Fairbairn kick),3,21
4,3.0,0:17,Patriots,James White 12 yard pass from Tom Brady (Kai Forbath kick failed),9,21
5,4.0,9:58,Texans,Deshaun Watson 6 yard pass from DeAndre Hopkins (Ka'imi Fairbairn kick),9,28
6,4.0,3:49,Patriots,James White 11 yard pass from Tom Brady (pass failed),15,28
7,4.0,0:55,Patriots,Julian Edelman 20 yard pass from Tom Brady (Kai Forbath kick),22,28
