,Quarter,Tm,Detail,NYG,PHI
0,1.0,Eagles,Wilbert Montgomery 2 yard rush,0,6
1,1.0,Eagles,Wilbert Montgomery 7 yard rush (Mike Michel kick),0,13
2,1.0,Giants,Joe Danelo 24 yard field goal,3,13
3,4.0,Eagles,Frank LeMaster 9 yard interception return (Mike Michel kick),3,20
