,Quarter,Tm,Detail,CLE,PIT
0,1.0,Steelers,Roy Gerela 12 yard field goal,0,3
1,1.0,Browns,Don Cockroft 43 yard field goal,3,3
2,1.0,Steelers,John Fuqua 4 yard rush (Roy Gerela kick),3,10
3,2.0,Steelers,Roy Gerela 40 yard field goal,3,13
4,2.0,Steelers,Roy Gerela 26 yard field goal,3,16
5,3.0,Steelers,Roy Gerela 44 yard field goal,3,19
6,3.0,Steelers,Frank Lewis 8 yard pass from Terry Bradshaw (Roy Gerela kick),3,26
7,4.0,Browns,Don Cockroft 28 yard field goal,6,26
8,4.0,Steelers,Frank Lewis 53 yard pass from Terry Hanratty (Roy Gerela kick),6,33
