,Quarter,Tm,Detail,CHI,SFO
0,1.0,Bears,John Aveni 27 yard field goal,3,0
1,2.0,49ers,Lenny Lyles 13 yard rush (Tommy Davis kick),3,7
2,3.0,49ers,Tommy Davis 17 yard field goal,3,10
3,3.0,Bears,Willie Galimore 34 yard pass from Ed Brown (John Aveni kick),10,10
4,4.0,49ers,Tommy Davis 31 yard field goal,10,13
5,4.0,Bears,Jim Dooley 30 yard pass from Ed Brown (John Aveni kick),17,13
6,4.0,49ers,R.C. Owens 46 yard pass from Y.A. Tittle (Tommy Davis kick),17,20
