,Quarter,Tm,Detail,NYG,PHI
0,1.0,Eagles,Calvin Williams 34 yard pass from Randall Cunningham (Roger Ruzek kick),0,7
1,2.0,Eagles,Randall Cunningham 20 yard rush (Roger Ruzek kick),0,14
2,2.0,Eagles,Roger Ruzek 45 yard field goal,0,17
3,3.0,Giants,Ken Willis 20 yard field goal,3,17
4,4.0,Giants,Ed McCaffrey 13 yard pass from Jeff Hostetler (Ken Willis kick),10,17
5,4.0,Eagles,Roger Ruzek 46 yard field goal,10,20
