,Quarter,Tm,Detail,CRD,GNB
0,2.0,Packers,Swede Johnston unknown yard rush (Ernie Smith kick),0,7
1,2.0,Packers,Clarke Hinkle unknown yard rush (Ade Schwammel kick),0,14
2,3.0,Packers,Joe Laws 41 yard rush (Ernie Smith kick),0,21
3,4.0,Packers,Tiny Engebretsen 35 yard field goal,0,24
