,Quarter,Tm,Detail,MIN,DET
0,1.0,Lions,Marlin Briscoe 8 yard pass from Joe Reed (Errol Mann kick),0,7
1,1.0,Lions,Bobby Thompson 46 yard rush (Errol Mann kick),0,14
2,2.0,Vikings,Fred Cox 39 yard field goal,3,14
3,2.0,Lions,Errol Mann 30 yard field goal,3,17
4,3.0,Vikings,Paul Krause 86 yard defensive fumble return (Fred Cox kick),10,17
