,Quarter,Time,Tm,Detail,OAK,KAN
0,1.0,7:32,Chiefs,Darrel Williams 3 yard pass from Patrick Mahomes (Harrison Butker kick),0,7
1,2.0,6:37,Chiefs,Patrick Mahomes 13 yard rush (Harrison Butker kick),0,14
2,2.0,3:52,Chiefs,Juan Thornhill 46 yard interception return (Harrison Butker kick),0,21
3,3.0,12:08,Chiefs,Harrison Butker 50 yard field goal,0,24
4,3.0,6:56,Chiefs,LeSean McCoy 3 yard rush (Harrison Butker kick),0,31
5,4.0,15:00,Raiders,Daniel Carlson 34 yard field goal,3,31
6,4.0,5:29,Chiefs,Darwin Thompson 4 yard rush (Harrison Butker kick),3,38
7,4.0,0:45,Raiders,Derek Carrier 4 yard pass from Derek Carr (Daniel Carlson kick failed),9,38
8,4.0,0:45,Chiefs,Charvarius Ward defensive extra point return,9,40
