,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,Bronko Nagurski 3 yard rush (Jack Manders kick),0,7
1,2.0,Bears,Bernie Masterson 1 yard rush (Jack Manders kick),0,14
2,2.0,Lions,Dutch Clark 3 yard rush,6,14
3,2.0,Bears,Bill Karr 42 yard pass from Bernie Masterson (Jack Manders kick),6,21
4,2.0,Lions,Bill Shepherd 2 yard rush (Bill Shepherd kick),13,21
5,4.0,Bears,Eggs Manske 27 yard pass from Bernie Masterson (Jack Manders kick),13,28
6,4.0,Lions,Dutch Clark 2 yard rush (Dutch Clark kick),20,28
