,Quarter,Tm,Detail,GNB,DET
0,1.0,Lions,Bob Hoernschemeyer 3 yard rush (Jim Martin kick),0,7
1,1.0,Packers,Fred Cone 44 yard field goal,3,7
2,1.0,Packers,Bob Mann 16 yard pass from Babe Parilli,9,7
3,1.0,Packers,Babe Parilli 2 yard rush,15,7
4,3.0,Lions,Cloyce Box 97 yard pass from Bobby Layne (Jim Martin kick),15,14
5,3.0,Lions,Bob Hoernschemeyer 41 yard rush (Jim Martin kick),15,21
6,4.0,Lions,Gene Gedman 4 yard rush (Jim Martin kick),15,28
7,4.0,Lions,Jim Martin 22 yard field goal,15,31
8,4.0,Lions,Jim Martin 25 yard field goal,15,34
