,Quarter,Tm,Detail,GNB,DET
0,1.0,Packers,Max McGee 28 yard pass from Bart Starr (Paul Hornung kick),7,0
1,1.0,Lions,Ken Webb 1 yard rush (Jim Martin kick),7,7
2,1.0,Lions,Jim Martin 32 yard field goal,7,10
3,3.0,Packers,Don McIlhenny 1 yard rush (Paul Hornung kick),14,10
4,3.0,Lions,Tobin Rote 1 yard rush (Jim Martin kick),14,17
5,4.0,Lions,Gene Gedman 4 yard rush (Jim Martin kick),14,24
