,Quarter,Tm,Detail,GNB,SFO
0,1.0,49ers,Hugh McElhenny 25 yard rush (Gordie Soltau kick),0,7
1,1.0,Packers,Fred Cone 69 yard pass from Tobin Rote (Fred Cone kick),7,7
2,1.0,49ers,Gordie Soltau 31 yard field goal,7,10
3,2.0,Packers,Tobin Rote 1 yard rush (Fred Cone kick),14,10
4,2.0,49ers,Clyde Conner 9 yard pass from Y.A. Tittle (Gordie Soltau kick),14,17
5,4.0,49ers,Billy Wilson 6 yard pass from Y.A. Tittle (Gordie Soltau kick),14,24
6,4.0,49ers,Dicky Moegle 31 yard interception return (Gordie Soltau kick),14,31
7,4.0,49ers,Joe Perry 2 yard rush (Gordie Soltau kick),14,38
8,4.0,Packers,Billy Howton 11 yard pass from Bart Starr,20,38
