,Quarter,Tm,Detail,DET,GNB
0,1.0,Lions,Bob Westfall 5 yard pass from Frankie Sinkwich,6,0
1,2.0,Packers,Paul Duhart 16 yard pass from Lou Brock (Don Hutson kick),6,7
2,3.0,Packers,Ted Fritsch 11 yard rush (Don Hutson kick),6,14
3,3.0,Packers,Don Hutson 3 yard pass from Irv Comp,6,20
4,4.0,Packers,Irv Comp 11 yard pass from Lou Brock (Don Hutson kick),6,27
