,Quarter,Tm,Detail,WAS,PHI
0,2.0,Redskins,Bobby Mitchell 28 yard pass from Norm Snead (Bob Khayat kick),7,0
1,2.0,Eagles,Howard Cassady 8 yard pass from Sonny Jurgensen (Bobby Walston kick),7,7
2,2.0,Redskins,Billy Ray Barnes 3 yard rush (Bob Khayat kick),14,7
3,2.0,Redskins,Bob Khayat 28 yard field goal,17,7
4,3.0,Redskins,Bob Khayat 9 yard field goal,20,7
5,3.0,Eagles,Tommy McDonald 13 yard pass from Sonny Jurgensen (Bobby Walston kick),20,14
6,4.0,Redskins,Bobby Mitchell 29 yard pass from Norm Snead (Bob Khayat kick),27,14
7,4.0,Eagles,Howard Cassady 47 yard pass from Sonny Jurgensen (Bobby Walston kick),27,21
