,Quarter,Time,Tm,Detail,DET,CHI
0,1.0,11:09,Bears,Robbie Gould 36 yard field goal,0,3
1,1.0,4:32,Bears,Kyle Orton 5 yard rush (Robbie Gould kick),0,10
2,2.0,13:21,Lions,Kevin Smith 1 yard rush (Jason Hanson kick failed),6,10
3,2.0,13:08,Lions,Calvin Johnson 17 yard pass from Dan Orlovsky (Jason Hanson kick),13,10
4,2.0,6:48,Lions,Shaun McDonald 14 yard pass from Dan Orlovsky (Jason Hanson kick),20,10
5,2.0,4:41,Bears,Robbie Gould 41 yard field goal,20,13
6,2.0,1:05,Lions,Jason Hanson 52 yard field goal,23,13
7,3.0,7:00,Bears,Rashied Davis 6 yard pass from Rex Grossman (Robbie Gould kick),23,20
8,4.0,5:36,Bears,Rex Grossman 1 yard rush (Robbie Gould kick),23,27
