,Quarter,Time,Tm,Detail,ATL,NOR
0,1.0,,Saints,Doug Brien 34 yard field goal,0,3
1,1.0,,Falcons,Mitch Lyons 3 yard pass from Bobby Hebert (Morten Andersen kick),7,3
2,2.0,,Falcons,Eric Metcalf 4 yard pass from Bobby Hebert (Morten Andersen kick),14,3
3,3.0,,Falcons,Craig Heyward 1 yard rush (Morten Andersen kick),21,3
4,3.0,2:25,Saints,Terry Guess 57 yard pass from Doug Nussmeier (pass failed),21,9
5,4.0,2:25,Falcons,Bert Emanuel 3 yard pass from Bobby Hebert (Morten Andersen kick),28,9
6,4.0,2:25,Falcons,Morten Andersen 33 yard field goal,31,9
7,4.0,2:25,Saints,Mario Bates 4 yard rush (pass failed),31,15
