,Quarter,Tm,Detail,CLE,PIT
0,1.0,Browns,Vince Costello 21 yard defensive fumble return (Lou Groza kick),7,0
1,3.0,Browns,Lou Groza 37 yard field goal,10,0
2,3.0,Browns,Charlie Scales 12 yard rush (Lou Groza kick),17,0
3,3.0,Steelers,Dick Hoak 1 yard rush (Lou Michaels kick),17,7
4,3.0,Browns,Jim Brown 15 yard pass from Frank Ryan (Lou Groza kick),24,7
5,4.0,Browns,Lou Groza 51 yard field goal,27,7
6,4.0,Browns,Jim Brown 1 yard rush (Lou Groza kick),34,7
7,4.0,Browns,Ernie Green 8 yard pass from Frank Ryan (Lou Groza kick),41,7
8,4.0,Steelers,Buddy Dial 6 yard pass from Ed Brown (Lou Michaels kick),41,14
