,Quarter,Tm,Detail,MIN,DET
0,2.0,Lions,Lem Barney 71 yard interception return (Garo Yepremian kick),0,7
1,2.0,Lions,Tom Watkins 3 yard pass from Karl Sweetan (Garo Yepremian kick),0,14
2,3.0,Vikings,Fred Cox 36 yard field goal,3,14
