,Quarter,Tm,Detail,PIT,PHI
0,1.0,Eagles,Neill Armstrong 13 yard pass from Tommy Thompson (Cliff Patton kick),0,7
1,1.0,Steelers,Jerry Nuzum 67 yard pass from Joe Geri (Joe Geri kick),7,7
2,1.0,Eagles,Cliff Patton 16 yard field goal,7,10
3,2.0,Steelers,Joe Geri 34 yard field goal,10,10
4,2.0,Eagles,Jack Ferrante 3 yard pass from Tommy Thompson (Cliff Patton kick),10,17
5,3.0,Eagles,Jim Parmer 1 yard rush (Cliff Patton kick),10,24
6,4.0,Eagles,Jim Parmer 2 yard rush (Cliff Patton kick),10,31
7,4.0,Eagles,Cliff Patton 13 yard field goal,10,34
8,4.0,Steelers,Elbie Nickel 40 yard pass from Bob Gage (Joe Geri kick),17,34
