,Quarter,Tm,Detail,CHI,DET
0,1.0,Bears,Harry Clarke 26 yard rush (Lee Artoe kick),7,0
1,1.0,Bears,Harry Clarke 43 yard pass from Sid Luckman (Lee Artoe kick),14,0
2,2.0,Bears,Ray McLean 68 yard pass from Charlie O'Rourke (Frank Maznicki kick),21,0
3,2.0,Bears,Hampton Pool 5 yard pass from Charlie O'Rourke (Frank Maznicki kick),28,0
4,3.0,Bears,Hugh Gallarneau 60 yard pass from Sid Luckman (Lee Artoe kick),35,0
5,4.0,Bears,John Siegal 28 yard pass from Charlie O'Rourke (Frank Maznicki kick),42,0
