,Quarter,Time,Tm,Detail,ATL,SFO
0,1.0,,49ers,Gary Anderson 22 yard field goal,0,3
1,2.0,,49ers,J.J. Stokes 10 yard pass from Steve Young (Gary Anderson kick),0,10
2,2.0,,49ers,Terry Kirby 1 yard rush (Gary Anderson kick),0,17
3,2.0,,49ers,Terrell Owens 56 yard pass from Steve Young (Gary Anderson kick),0,24
4,3.0,,49ers,Terry Kirby 15 yard rush (Gary Anderson kick),0,31
5,3.0,,Falcons,Bert Emanuel 16 yard pass from Billy Joe Tolliver (Morten Andersen kick),7,31
6,4.0,,49ers,Gary Anderson 32 yard field goal,7,34
