,Quarter,Time,Tm,Detail,DET,GNB
0,1.0,10:06,Packers,Mason Crosby 44 yard field goal,0,3
1,2.0,0:12,Lions,Matt Prater 49 yard field goal,3,3
2,3.0,13:33,Lions,Brandon Pettigrew 2 yard pass from Matthew Stafford (Matt Prater kick failed),9,3
3,4.0,13:10,Lions,Matt Prater 51 yard field goal,12,3
4,4.0,5:55,Packers,Richard Rodgers 4 yard pass from Aaron Rodgers (Mason Crosby kick),12,10
5,4.0,1:57,Lions,Lance Moore 4 yard pass from Matthew Stafford (Matt Prater kick failed),18,10
6,4.0,0:32,Packers,Justin Perillo 11 yard pass from Aaron Rodgers (pass failed),18,16
