,Quarter,Tm,Detail,DET,MIN
0,1.0,Vikings,Mike Mercer 13 yard field goal,0,3
1,1.0,Vikings,Jerry Reichow 23 yard pass from Fran Tarkenton (Mike Mercer kick),0,10
2,2.0,Lions,Nick Pietrosante 1 yard rush (Jim Martin kick),7,10
3,2.0,Lions,Terry Barr 18 yard pass from Earl Morrall (Jim Martin kick),14,10
4,3.0,Lions,Jim Martin 15 yard field goal,17,10
5,3.0,Lions,Gail Cogdill 37 yard pass from Earl Morrall,23,10
6,4.0,Lions,Terry Barr 9 yard pass from Earl Morrall (Jim Martin kick),30,10
7,4.0,Lions,Joe Schmidt 8 yard interception return (Jim Martin kick),37,10
