,Quarter,Time,Tm,Detail,NYG,DAL
0,1.0,6:35,Cowboys,Dan Bailey 23 yard field goal,0,3
1,2.0,11:09,Cowboys,Dan Bailey 56 yard field goal,0,6
2,2.0,9:36,Giants,Larry Donnell 15 yard pass from Eli Manning (Randy Bullock kick),7,6
3,2.0,4:02,Cowboys,Dan Bailey 25 yard field goal,7,9
4,2.0,0:07,Giants,Sterling Shepard 9 yard pass from Eli Manning (Randy Bullock kick failed),13,9
5,3.0,10:47,Cowboys,Ezekiel Elliott 8 yard rush (Dan Bailey kick),13,16
6,4.0,13:59,Cowboys,Dan Bailey 54 yard field goal,13,19
7,4.0,6:13,Giants,Victor Cruz 3 yard pass from Eli Manning (Randy Bullock kick),20,19
