,Quarter,Tm,Detail,PIT,CLE
0,1.0,Browns,Matt Bahr 33 yard field goal,0,3
1,1.0,Steelers,Greg Hawthorne 1 yard rush,6,3
2,1.0,Steelers,Sidney Thornton 3 yard rush,12,3
3,2.0,Browns,Dave Logan 13 yard pass from Brian Sipe (Matt Bahr kick),12,10
4,3.0,Steelers,Franco Harris 2 yard rush,18,10
5,4.0,Steelers,Ray Pinney 1 yard pass from Terry Bradshaw (David Trout kick),25,10
6,4.0,Steelers,Rick Moser 5 yard pass from Terry Bradshaw (David Trout kick),32,10
