,Quarter,Tm,Detail,SFO,RAM
0,1.0,Rams,Ben Wilson 1 yard rush (Danny Villanueva kick),0,7
1,2.0,Rams,Carroll Dale 6 yard pass from Roman Gabriel (Danny Villanueva kick),0,14
2,2.0,49ers,J.D. Smith 1 yard rush (Tommy Davis kick),7,14
3,3.0,49ers,Gary Knafelc 45 yard pass from Don Lisbon (Tommy Davis kick),14,14
4,3.0,49ers,Jim Vollenweider 2 yard rush (Tommy Davis kick),21,14
5,4.0,Rams,Carroll Dale 51 yard pass from Roman Gabriel (Danny Villanueva kick),21,21
6,4.0,Rams,Roman Gabriel 12 yard rush (Danny Villanueva kick),21,28
