,Quarter,Tm,Detail,SDG,KAN
0,1.0,Chargers,Rickey Young 1 yard rush,6,0
1,1.0,Chiefs,Walter White 8 yard pass from Mike Livingston,6,6
2,2.0,Chiefs,Jan Stenerud 28 yard field goal,6,9
3,2.0,Chargers,Charlie Joiner 3 yard pass from Dan Fouts (Toni Fritsch kick),13,9
4,2.0,Chiefs,Billy Masters 10 yard pass from Mike Livingston (Jan Stenerud kick),13,16
5,3.0,Chargers,Sam Scarber 2 yard rush (Toni Fritsch kick),20,16
6,3.0,Chargers,Gary Garrison 22 yard pass from Dan Fouts (Toni Fritsch kick),27,16
7,4.0,Chargers,Toni Fritsch 37 yard field goal,30,16
