,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Walter Payton 2 yard rush (Bob Thomas kick),0,7
1,1.0,Bears,Mike Adamle 4 yard pass from Bob Avellini (Bob Thomas kick),0,14
2,2.0,Packers,Ken Payne 27 yard pass from Lynn Dickey (Chester Marcol kick),7,14
3,2.0,Packers,Chester Marcol 19 yard field goal,10,14
4,3.0,Packers,Chester Marcol 27 yard field goal,13,14
5,3.0,Bears,Roland Harper 16 yard rush (Bob Thomas kick),13,21
6,4.0,Bears,Bob Thomas 46 yard field goal,13,24
