,Quarter,Time,Tm,Detail,HOU,JAX
0,1.0,3:52,Jaguars,Tommy Bohanon 1 yard rush (Josh Lambo kick),0,7
1,2.0,14:45,Jaguars,Jaydon Mickens 5 yard pass from Blake Bortles (Josh Lambo kick),0,14
2,2.0,10:12,Jaguars,Jaydon Mickens 14 yard pass from Blake Bortles (Josh Lambo kick),0,21
3,2.0,0:53,Jaguars,Josh Lambo 38 yard field goal,0,24
4,2.0,0:26,Jaguars,Keelan Cole 9 yard pass from Blake Bortles (Josh Lambo kick),0,31
5,3.0,8:12,Texans,DeAndre Hopkins 25 yard pass from T.J. Yates (Ka'imi Fairbairn kick),7,31
6,3.0,7:13,Jaguars,Tommy Bohanon 1 yard rush (Josh Lambo kick),7,38
7,4.0,10:26,Jaguars,Corey Grant 8 yard rush (Josh Lambo kick),7,45
