,Quarter,Tm,Detail,ATL,RAM
0,1.0,Rams,Charles White 21 yard rush (Mike Lansford kick),0,7
1,1.0,Rams,"Safety, Stewart tackled Donnelly in end zone",0,9
2,2.0,Rams,Mike Lansford 16 yard field goal,0,12
3,2.0,Rams,LeRoy Irvin 47 yard interception return (Mike Lansford kick),0,19
4,2.0,Rams,Henry Ellard 50 yard pass from Jim Everett (Mike Lansford kick),0,26
5,3.0,Rams,Charles White 4 yard rush (Mike Lansford kick),0,33
