,Quarter,Time,Tm,Detail,DEN,KAN
0,1.0,9:50,Chiefs,Tyreek Hill 41 yard pass from Patrick Mahomes (pass failed),0,6
1,2.0,13:02,Chiefs,Harrison Butker 23 yard field goal,0,9
2,2.0,6:27,Chiefs,Harrison Butker 24 yard field goal,0,12
3,2.0,2:00,Broncos,Brandon McManus 32 yard field goal,3,12
4,2.0,0:02,Chiefs,Harrison Butker 44 yard field goal,3,15
5,3.0,9:50,Chiefs,Tyreek Hill 5 yard pass from Patrick Mahomes (Sammy Watkins pass from Patrick Mahomes ),3,23
