,Quarter,Tm,Detail,SFO,RAM
0,1.0,Rams,Bob Waterfield 39 yard field goal,0,3
1,1.0,Rams,Bob Waterfield 1 yard rush (Bob Waterfield kick),0,10
2,2.0,49ers,Joe Perry 58 yard rush (Gordie Soltau kick),7,10
3,2.0,Rams,Bob Waterfield 20 yard field goal,7,13
4,3.0,49ers,Frankie Albert 7 yard rush,13,13
5,4.0,49ers,Gordie Soltau 11 yard field goal,16,13
6,4.0,Rams,Elroy Hirsch 76 yard pass from Bob Waterfield (Bob Waterfield kick),16,20
7,4.0,Rams,Bob Waterfield 38 yard field goal,16,23
