,Quarter,Tm,Detail,WAS,PHI
0,2,Eagles,Joe Carter 36 yard pass from Emmett Mortell (Dave Smukler kick),0,7
1,3,Redskins,Charley Malone 59 yard pass from Sammy Baugh (Riley Smith kick),7,7
2,4,Redskins,Riley Smith 27 yard field goal,10,7
