,Quarter,Tm,Detail,CHI,GNB
0,1.0,Packers,Tiny Engebretsen 25 yard field goal,0,3
1,1.0,Bears,George McAfee 93 yard kickoff return (Dick Plasman kick),7,3
2,2.0,Bears,Bill Osmanski 1 yard rush (Jack Manders kick),14,3
3,3.0,Bears,Ray Nolting 97 yard kickoff return (Bob Snyder kick),21,3
4,3.0,Packers,Don Hutson 35 yard pass from Arnie Herber (Don Hutson kick),21,10
5,3.0,Bears,Ken Kavanaugh 8 yard pass from George McAfee (Lee Artoe kick),28,10
6,4.0,Bears,George McAfee 9 yard rush,34,10
7,4.0,Bears,Ken Kavanaugh 39 yard pass from Bob Snyder (Jack Manders kick),41,10
