,Quarter,Tm,Detail,PIT,WAS
0,1.0,Redskins,Steve Bagarus 70 yard pass from Sammy Baugh (Joe Aguirre kick),0,7
1,2.0,Redskins,Doug Turley 10 yard pass from Sammy Baugh (Joe Aguirre kick),0,14
2,4.0,Redskins,Joe Aguirre 26 yard field goal,0,17
3,4.0,Redskins,Steve Bagarus 29 yard pass from Sammy Baugh (Joe Aguirre kick),0,24
