,Quarter,Tm,Detail,SFO,RAM
0,1.0,49ers,Tommy Davis 16 yard field goal,3,0
1,2.0,49ers,John David Crow 59 yard pass from John Brodie (Tommy Davis kick),10,0
2,2.0,49ers,Bob Windsor 55 yard pass from John Brodie (Tommy Davis kick),17,0
3,2.0,49ers,Tommy Davis 10 yard field goal,20,0
4,3.0,Rams,Jack Pardee 2 yard interception return (Bruce Gossett kick),20,7
5,3.0,Rams,Roman Gabriel 9 yard rush (Bruce Gossett kick),20,14
6,3.0,Rams,Les Josephson 12 yard pass from Roman Gabriel (Bruce Gossett kick),20,21
7,4.0,Rams,Bruce Gossett 32 yard field goal,20,24
8,4.0,49ers,Sonny Randle 28 yard pass from John Brodie (Tommy Davis kick),27,24
